label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
9	655 m^3	0.5302	Vani	Long Beach	1.1766	1210	Bioengineering	0.9285	580	967	Reilly	1.3323	776	881
1	1077 m^3	None	Sam	Sacramento	0.997	818	Bioinformatics	0.4748	911	1367	Chris	1.245	-3	1222
5	871 m^3	0.7907	Michael	Santa Clarita, Oakland, Fresno	1.0833	569	Applied Mathematics	1.1658	790	1178	Eriq	0.8524	916	390
5	892 m^3	0.7755	Michael	Irvine	1.0295	1050	Natural Language Processing	0.8888	772	761	Eriq	0.4856	741	305
4	1147 m^3	1.036	Andrew	Stockton	0.3045	728	Computer Science	0.5658	561	1123	Fabrice	0.8738	544	704
7	795 m^3	0.7031	Chris	Modesto	0.9556	1137	Robotics Engineering	0.8235	929	1114	Sam	1.1284	667	1016
4	1137 m^3	0.8295	Andrew	Sacramento	0.2925	1277	Computer Science	0.8878	795	1294	Fabrice	1.4244	668	875
8	846 m^3	0.0509	Reilly	Oakland, Fresno	0.7575	983	Computational Media	0.9257	1163	312	Michael	0.733	1069	1003
9	622 m^3	0.5949	Vani	Long Beach	1.0148	1036	N/A	1.0452	398	1153	Inan	0.9495	1089	849
0	1310 m^3	0.6341	Lise	Modesto	1.0111	624	Computer Game Design	0.9982	1259	681	Inan	-0.0472	1089	1108
6	980 m^3	0.7656	Tony	Moreno Valley	1.0075	796	Electrical Engineering	0.7375	226	724	Andrew	1.179	501	1004
0	795 m^3	0.6082	Lise	Modesto	1.0442	897	Computer Game Design	0.913	945	504	Tony	0.0723	1311	848
1	1034 m^3	0.8239	Sam	Stockton	1.0899	NULL	Bioinformatics	0.3678	1261	1167	chris	0.802	306	1034
5	949 m^3	0.5777	Michael	Irvine	1.1134	1017	Applied Mathematics	1.0329	774	1311	Eriq	0.3925	1150	424
8	1153 m^3	0.3333	Reilly	San Bernardino, Oakland, Santa Clarita	0.8568	807	Computer Engineering	0.9011	994	124	Michael	1.127	1008	1168
5	1004 m^3	1.0263	Michael	Irvine	0.9098	733	Natural Language Processing	1.157	902	1251	Eriq	0.8425	688	133
7	1153 m^3	0.8253	Chris	San Jose	0.916	913	Robotics Engineering	0.8969	950	679	Sam	0.9572	79	1328
1	732 m^3	0.9721	Reilly	Stockton	1.1675	1021	Games and Playable Media	0.7998	1111	892	Chris	0.8808	153	1084
1	984 m^3	1.0155	Sam	Stockton	1.1604	1029	Games and Playable Media	0.6632	1159	904	Chris	1.0657	14	1177
7	1094 m^3	0.8563	Eriq	San Jose	0.758	1016	Human Computer Interaction	0.7413	939	735	Sam	0.8674	482	1188
2	890 m^3	1.1077	Eriq	Bakersfield	-0.0163	1043	Human Computer Interaction	0.9309	1002	798	Lise	0.9601	1033	943
1	938 m^3	0.5929	Sam	Fresno, San Bernardino, Oakland	1.0061	921	Bioinformatics	0.532	838	1188	Chris	0.9834	-70	1386
9	488 m^3	0.3987	Vani	Riverside	1.2556	1577	Bioengineering	0.7257	685	951	Reilly	0.9524	610	978
5	975 m^3	0.5247	Michael	Irvine	0.9462	345	Applied Mathematics	1.2402	1020	955	Eriq	0.6936	1298	305
9	520 m^3	0.3516	Vani	Anaheim	1.1538	1053	Data Science	1.1426	693	672	Reilly	1.3719	1517	1187
4	1139 m^3	1.0618	Andrew	Sacramento	0.1589	1088	Computer Science	0.6576	760	953	Fabrice	1.1835	889	693
1	909 m^3	NULL	Vani	Stockton	0.9519	758	Bioinformatics	0.6269	891	853	Chris	1.0258	31	609
8	738 m^3	0.1011	Reilly	Oakland, Santa Clarita	0.7033	879	Computer Engineering	0.9979	756	650	Michael	NULL	964	1199
0	676 m^3	1.0118	Lise	San Diego	0.9828	755	Statistics	0.8428	1085	705	Tony	-0.1701	998	1184
0	884 m^3	0.9349	Lise	Modesto	0.9623	558	Statistics	1.177	1108	901	Inan	0.0474	977	703
1	883 m^3	0.6632	Sam	Stockton	1.1501	847	Games and Playable Media	0.7378	1318	1060	Chris	0.7793	36	991
3	887 m^3	0.6237	Fabrice	Fremont	0.6922	482	Technology and Information Management	0.629	1183	842	Vani	1.0883	853	857
5	1070 m^3	0.8125	Michael	Irvine	0.942	841	Natural Language Processing	1.2036	1134	946	Eriq	0.4074	922	481
7	964 m^3	0.8263	Chris	San Jose	0.9513	919	ROBOTICS ENGINEERING	0.6889	1034	1148	Sam	0.8307	607	961
6	1017 m^3	0.7739	Tony	moreno valley	0.9171	781	Electrical Engineering	0.5758	523	1109	Andrew	0.983	90	998
6	931 m^3	1.0209	Tony	Moreno Valley	1.1343	1245	Electrical Engineering	0.6064	63	881	Andrew	1.4432	119	1021
2	1065 m^3	1.2019	Eriq	Bakersfield	0.1533	973	Human Computer Interaction	1.0527	990	1094	Lise	1.1263	1019	932
3	1156 m^3	0.7719	Fabrice	Santa Ana	0.9087	342	Technology and Information Management	0.2734	942	688	Vani	1.1529	1161	874
9	502 m^3	0.723	Vani	Long Beach	1.3009	1160	Bioengineering	0.7206	613	1003	Reilly	1.0427	1330	N/A
8	922 m^3	0.3972	Inan	Oakland	0.5375	1271	Computer Engineering	0.9736	1012	313	Michael	1.1354	1307	795
7	1058 m^3	0.803	chris	San Jose	1.1206	916	Robotics Engineering	0.5917	916	916	Sam	1.1425	280	852
4	1037 m^3	1.0719	Inan	Sacramento	0.5316	765	Computer Science	0.6109	498	996	Fabrice	n/a	765	694
7	616 m^3	0.9875	Chris	San Jose	0.9274	873	Robotics Engineering	0.984	844	849	Sam	1.1701	554	1226
8	1009 m^3	0.0004	Reilly	San Bernardino	0.7354	1040	Computer Engineering	0.9095	751	512	Michael	1.0331	1188	994
9	553 m^3	0.6643	Vani	Anaheim	1.0508	1079	Bioengineering	0.9627	672	735	Reilly	0.7962	958	1188
1	1050 m^3	0.9883	Sam	Stockton	0.8441	599	Games and Playable Media	0.629	828	1010	Chris	0.8848	195	921
9	559 m^3	0.8659	Vani	Long Beach	0.8654	1183	Bioengineering	1.28	765	945	Reilly	1.1771	891	1093
7	901 m^3	0.8536	Chris	San Jose	0.9265	919	Robotics Engineering	0.7066	978	762	Sam	1.0167	560	1186
2	1039 m^3	0.7293	Eriq	Bakersfield	0.0572	775	Human Computer Interaction	0.9824	837	942	Lise	1.0496	1050	1438
4	888 m^3	0.9023	Andrew	Sacramento	0.5147	745	Computer Science	0.637	574	912	Fabrice	1.4335	768	687
5	1338 m^3	0.9387	Michael	Los Angeles	0.955	755	Applied Mathematics	0.833	864	735	Eriq	0.7064	923	700
0	None	0.5348	Lise	San Diego	1.1275	991	Robotics Engineering	1.1631	1048	832	Inan	0.1484	1042	733
8	973 m^3	0.0605	Reilly	San Bernardino, Santa Clarita	0.7262	1088	Computer Engineering	0.9022	906	342	Michael	0.8798	690	731
0	1236 m^3	0.9203	Lise	Modesto	1.0937	642	NULL	0.8651	1133	863	Inan	0.0761	1138	1223
6	974 m^3	0.9755	Tony	San Francisco	1.0816	865	Electrical Engineering	0.5954	333	926	Andrew	1.0792	219	729
2	1206 m^3	0.8025	Eriq	Bakersfield	0.1184	544	Bioinformatics	0.9259	1061	869	Lise	1.2106	973	1007
5	1184 m^3	0.6921	Michael	Los Angeles	0.8257	974	Applied Mathematics	0.6451	N/A	870	Eriq	0.5928	1242	435
3	943 m^3	0.6863	Fabrice	Chula Vista	0.8459	334	Technology and Information Management	0.4457	505	723	Vani	1.0719	1059	964
3	860 m^3	0.621	Fabrice	San Francisco	1.0456	242	Technology and Information Management	0.3765	655	1143	Vani	0.9928	1369	989
2	1155 m^3	1.2299	Eriq	Bakersfield	0.0767	732	Human Computer Interaction	0.6781	1040	802	Lise	1.1928	1020	834
1	1094 m^3	0.6756	Sam	Stockton	0.9918	849	Games and Playable Media	0.4326	1219	886	Chris	1.1507	-185	467
1	1239 m^3	0.9829	Sam	Stockton	0.9948	841	Bioinformatics	0.4723	983	1210	Chris	1.0852	26	1206
9	412 m^3	0.606	VANI	Anaheim	0.7426	1258	Bioengineering	0.9429	379	833	Reilly	1.0187	967	1230
8	1121 m^3	0.0556	Reilly	Santa Clarita	0.5726	855	computational media	1.0094	1008	390	Michael	0.8454	419	878
2	948 m^3	0.6738	Eriq	Oakland, Fresno	-0.0257	636	Human Computer Interaction	1.0938	958	1068	Lise	1.2475	1363	946
6	1124 m^3	0.7494	Tony	San Francisco	0.9107	1033	Biotechnology	0.673	401	1083	Andrew	1.0405	378	835
9	615 m^3	0.1975	Vani	Long Beach	0.9017	1107	Data Science	0.8477	526	745	Reilly	0.7867	1211	1109
2	1246 m^3	0.7879	Eriq	Bakersfield	-0.0513	1060	Human Computer Interaction	0.9919	978	882	Lise	0.9439	910	944
9	400 m^3	0.5071	Vani	Long Beach	0.9153	1221	Data Science	1.2567	620	585	Reilly	1.2461	1232	1238
6	859 m^3	1.0192	Tony	Moreno Valley	1.0359	1009	Biotechnology	0.8044	262	1081	Andrew	0.8754	27	807
5	935 m^3	0.8085	Michael	Los Angeles	1.0704	519	Natural Language Processing	0.4114	586	928	Eriq	0.5573	1007	-126
1	1142 m^3	0.9785	Sam	Stockton	0.9076	971	Games and Playable Media	0.5581	NULL	1042	Chris	0.7246	291	1157
6	996 m^3	0.697	Tony	Moreno Valley	0.9281	785	Electrical Engineering	1.1171	269	1170	Andrew	0.9647	171	810
3	897 m^3	0.4439	Sam	Chula Vista, Santa Ana	0.7288	178	Computer Science	0.1537	556	818	Vani	0.7639	1071	986
1	851 m^3	0.6846	Sam	Stockton	1.061	623	Games and Playable Media	0.1006	1157	1156	Chris	0.9267	161	1275
4	1102 m^3	0.9959	Inan	Sacramento	0.3313	927	Computer Science	0.5217	739	1147	Fabrice	0.7403	640	586
2	1233 m^3	0.8871	Eriq	Stockton	-0.0402	485	Human Computer Interaction	0.8621	1184	779	Lise	0.9404	847	1117
6	1262 m^3	1.0017	Tony	Moreno Valley	0.9127	1142	Electrical Engineering	1.1654	357	1085	Andrew	1.2794	50	865
1	861 m^3	1.2611	Sam	Long Beach	0.9543	582	Games and Playable Media	0.6341	1293	1019	Chris	0.8613	-270	1108
7	1004 m^3	0.899	Chris	San Jose	1.0368	929	Robotics Engineering	0.5241	1061	1344	Sam	0.7912	381	1235
9	441 m^3	0.6859	Vani	Long Beach	0.9476	1208	Bioengineering	1.0576	684	862	Reilly	1.1167	1200	1064
4	954 m^3	1.1764	Reilly	Sacramento	0.2041	1024	Human Computer Interaction	0.5257	1021	774	Fabrice	0.7374	532	702
6	905 m^3	0.7793	Sam	Moreno Valley	0.6914	703	Biotechnology	1.0693	437	1330	Andrew	0.8914	155	1181
4	1008 m^3	1.0768	Michael	Riverside	0.4423	1096	Computer Science	0.6705	780	1026	Fabrice	1.2159	1127	789
9	586 m^3	0.555	Vani	Long Beach	1.2093	877	Data Science	0.7261	551	917	Reilly	1.0288	886	1301
3	786 m^3	0.631	Fabrice	Fremont	0.7626	496	Technology and Information Management	None	842	1036	Vani	0.9508	963	1028
0	847 m^3	0.8995	Lise	San Diego	1.0495	818	Computer Game Design	0.942	1122	813	Inan	0.2614	815	879
8	881 m^3	0.0228	Inan	Fresno, San Bernardino	0.7185	1279	Computer Engineering	1.0829	1171	69	Michael	0.9845	920	890
7	995 m^3	0.7724	Chris	San Jose	1.1177	1209	robotics engineering	NULL	960	908	Sam	0.8621	-50	992
9	358 m^3	0.838	Vani	Anaheim	1.2785	942	Data Science	1.0468	298	696	Reilly	1.1684	908	691
7	585 m^3	0.6597	Chris	San Jose	0.7869	812	Robotics Engineering	0.9747	1051	750	Sam	0.9716	414	1039
7	532 m^3	1.1562	Vani	San Jose	1.0899	834	Robotics Engineering	0.8436	1032	998	Sam	1.2855	524	1045
8	794 m^3	0.1311	n/a	Fresno, San Bernardino, Santa Clarita	0.8442	776	Computational Media	0.8247	808	259	Michael	1.2446	892	727
3	892 m^3	0.8319	Fabrice	Chula Vista	1.0709	328	Technology and Information Management	0.4915	795	744	Vani	0.8871	1153	672
1	879 m^3	0.9647	Sam	Stockton	0.9434	902	Bioinformatics	0.7627	1063	921	Chris	1.0306	61	1096
4	1089 m^3	0.7316	Andrew	Riverside	0.4151	1130	Computer Science	0.6536	950	1146	reilly	0.9515	1095	515
2	912 m^3	1.1368	Eriq	San Bernardino	-0.063	1143	Human Computer Interaction	1.017	679	940	Lise	0.9497	781	770
2	826 m^3	0.8229	Eriq	Bakersfield	-0.2726	1023	Human Computer Interaction	0.9045	1169	813	Lise	1.2644	837	1100
6	1123 m^3	1.0038	Michael	Moreno Valley	1.008	1493	Biotechnology	0.4775	116	842	Andrew	0.8459	209	655
2	1106 m^3	1.2918	Eriq	Bakersfield	-0.1191	1070	Human Computer Interaction	0.8382	1362	857	Lise	0.9886	980	981
1	1114 m^3	0.8681	Sam	Stockton	0.9184	759	Games and Playable Media	0.7833	817	1188	Chris	1.063	-337	1170
9	469 m^3	0.3733	Vani	Anaheim	1.074	754	Bioengineering	1.0155	377	701	Reilly	0.7984	1227	705
2	1102 m^3	0.8586	Eriq	Bakersfield	0.0837	1155	Human Computer Interaction	0.9877	785	1027	Lise	0.9995	1282	822
7	972 m^3	0.7979	Chris	San Jose	1.0311	898	Robotics Engineering	0.6134	639	1128	Sam	0.8658	569	594
5	1049 m^3	0.7939	Michael	Los Angeles	1.1049	542	Natural Language Processing	0.7351	1113	1226	Eriq	0.4022	902	34
9	623 m^3	0.5422	Vani	Anaheim	0.9582	926	Data Science	1.2372	266	1057	Reilly	0.5171	1168	1003
8	1028 m^3	-0.1088	Reilly	Oakland, Fresno	0.6773	712	Computational Media	1.3982	1117	159	Michael	0.8898	1360	767
4	1330 m^3	1.5046	Inan	Riverside	0.2625	1231	NULL	0.6957	555	957	Fabrice	1.2309	722	358
7	1058 m^3	0.7766	Chris	San Jose	0.9404	1187	Robotics Engineering	0.8786	729	812	Sam	1.1044	580	1329
7	1062 m^3	0.737	Chris	San Jose	1.0656	1316	Robotics Engineering	0.8708	1034	952	Sam	0.8639	1036	964
6	850 m^3	0.962	Tony	Chula Vista, Fremont	0.9531	1204	Electrical Engineering	0.6723	237	852	Andrew	0.8874	-97	667
7	979 m^3	0.8769	Chris	San Jose	0.7803	921	Robotics Engineering	0.6429	1009	1083	Sam	0.8223	876	1139
1	761 m^3	0.7465	Sam	Stockton	0.9281	929	Bioinformatics	0.7777	1141	961	Chris	0.9076	-313	1229
8	922 m^3	-0.1097	inan	Riverside	0.4141	929	Computational Media	1.0879	916	154	Michael	0.8673	1076	993
8	966 m^3	-0.0187	Reilly	San Bernardino	0.8089	1007	Human Computer Interaction	0.6587	938	69	Michael	1.0208	1370	943
2	1169 m^3	1.3252	Eriq	Bakersfield	0.0752	1222	Human Computer Interaction	0.7724	1098	1059	Lise	0.9955	825	833
5	821 m^3	0.5047	Michael	Los Angeles	0.9726	379	Natural Language Processing	0.8758	886	775	Eriq	0.6422	1325	363
5	897 m^3	0.8383	Michael	San Bernardino, Fresno, Oakland	0.9913	611	Robotics Engineering	1.0803	989	981	Eriq	0.5187	1116	94
3	968 m^3	0.5594	Fabrice	Fremont	0.7627	-47	Computer Science	0.5407	902	994	Vani	0.7385	790	915
7	846 m^3	0.716	Chris	San Jose	0.9937	1253	Robotics Engineering	0.8471	837	961	Sam	0.7524	680	1138
9	503 m^3	0.5119	Vani	Anaheim	0.9822	827	Bioengineering	0.9821	520	831	Reilly	0.7823	1104	1145
0	988 m^3	1.2269	Lise	Modesto	0.822	816	Computer Game Design	0.8829	1141	675	NULL	0.1016	1251	803
4	947 m^3	1.1043	Inan	Riverside	0.4943	906	Computer Science	0.9434	865	832	Fabrice	1.0104	1301	1064
3	1017 m^3	0.8842	Sam	Santa Ana	0.8628	436	Technology and Information Management	0.0729	1089	1196	Vani	0.6825	1005	756
3	1178 m^3	0.9561	Fabrice	Fremont	1.0006	598	Technology and Information Management	0.2551	743	869	Reilly	0.5586	1367	1307
9	412 m^3	0.6399	Vani	Anaheim	0.8039	1080	Data Science	1.0504	882	740	Reilly	0.9934	1010	1176
4	1028 m^3	0.9153	Reilly	Sacramento	0.2752	511	Computer Science	0.3729	1000	733	Fabrice	0.6961	475	737
5	1203 m^3	0.6312	Michael	Irvine	0.9058	619	Natural Language Processing	1.0637	851	1103	Eriq	0.7108	1265	455
6	1123 m^3	0.7508	Tony	Moreno Valley	1.4137	767	Biotechnology	0.7819	344	989	Andrew	0.8959	270	1077
6	931 m^3	0.8708	Tony	Moreno Valley	0.8165	1070	Electrical Engineering	0.6061	200	1042	Andrew	0.8132	77	645
5	1011 m^3	0.5939	Michael	Irvine	1.1638	893	Applied Mathematics	0.7287	713	898	Eriq	0.4472	770	130
4	1006 m^3	1.0876	Inan	San Diego	0.6447	1060	Computer Science	0.6996	688	1568	Fabrice	0.7961	856	956
0	1130 m^3	1.0846	LISE	San Diego	0.8749	850	Statistics	0.6076	916	620	Tony	N/A	1042	928
2	1036 m^3	1.0498	Lise	Bakersfield	-0.1343	?	Human Computer Interaction	1.242	857	882	Lise	1.1401	1073	1051
4	1030 m^3	1.1325	Andrew	Riverside	0.2433	1315	Computer Science	?	814	723	Fabrice	0.653	895	680
7	1009 m^3	0.6754	Reilly	San Jose	1.0179	618	Robotics Engineering	0.9055	989	986	Sam	0.9131	672	991
8	1022 m^3	0.0197	Reilly	Oakland	0.7517	1094	Computational Media	1.1259	1036	587	Michael	1.1975	788	943
5	1090 m^3	0.6195	Michael	Bakersfield	1.2105	925	Natural Language Processing	1.1459	1267	916	Eriq	0.6281	704	431
4	890 m^3	1.0142	Tony	San Diego	0.4532	1117	Technology and Information Management	None	1075	831	Fabrice	1.018	750	787
3	1293 m^3	0.6697	Fabrice	Chula Vista	0.9023	692	technology and information management	0.1336	766	874	Vani	0.9528	1010	911
2	1252 m^3	0.9467	Eriq	Bakersfield	0.1034	699	None	0.8222	973	874	Lise	0.8966	1073	1035
6	1066 m^3	0.8087	Tony	San Francisco	0.8507	1155	Electrical Engineering	0.8885	-160	1086	Lise	0.9678	52	836
0	1078 m^3	1.1046	lise	San Diego	1.1391	627	Statistics	1.1848	1186	670	Tony	0.1118	770	838
9	609 m^3	0.7077	Vani	Irvine	0.8773	845	Data Science	0.9389	698	1064	Reilly	0.9546	639	1222
0	1118 m^3	0.9169	Lise	Modesto	0.967	1292	Computer Game Design	1.0922	831	628	Inan	-0.045	824	1100
5	N/A	0.5871	Andrew	Los Angeles	0.9733	656	Natural Language Processing	0.5193	812	1242	Eriq	0.5103	1355	276
8	710 m^3	0.4164	Reilly	Santa Clarita, San Bernardino, Oakland	0.5212	992	Computational Media	0.5441	1133	317	Michael	0.6526	1018	1125
0	876 m^3	0.9123	Lise	Modesto	0.9035	684	Computer Game Design	1.0364	926	1001	Inan	0.4108	1278	872
4	1048 m^3	0.7698	Andrew	Riverside	0.5074	898	Computer Science	0.5468	391	517	Fabrice	1.075	567	627
1	1127 m^3	0.651	Sam	Stockton	0.7808	682	Bioinformatics	0.5258	979	1264	Chris	1.2064	-118	1098
7	906 m^3	1.161	Chris	San Jose	0.9195	1007	Robotics Engineering	0.7976	869	847	Sam	0.8662	915	884
3	975 m^3	1.077	Fabrice	cHULA vISTA, fREMONT	0.6892	202	Technology and Information Management	0.5403	378	912	Vani	0.7441	844	1089
5	1121 m^3	0.885	Michael	Irvine	1.0151	956	Applied Mathematics	0.9067	1003	1069	Reilly	0.5069	555	40
3	1065 m^3	0.8798	Fabrice	Chula Vista	0.7987	256	Technology and Information Management	0.389	724	664	Vani	1.0751	1101	1133
3	945 m^3	0.79	Fabrice	Chula Vista	0.8291	570	Technology and Information Management	0.1996	595	1116	Vani	1.0694	1221	920
5	1275 m^3	0.982	Michael	Los Angeles	1.0187	1061	Natural Language Processing	0.7507	896	992	Eriq	0.504	950	314
6	1103 m^3	1.1289	Tony	San Francisco	1.1076	934	Electrical Engineering	0.8575	589	1025	Andrew	0.9231	-244	954
0	1201 m^3	1.1615	Lise	San Diego	1.1905	907	Statistics	1.1482	1089	955	Tony	0.1321	1176	1053
4	1076 m^3	0.7186	Inan	Riverside	0.3724	1041	Computer Science	0.541	751	750	Fabrice	0.9139	677	498
9	405 m^3	0.7037	Vani	Long Beach	1.1655	1507	Human Computer Interaction	0.8093	693	1094	Reilly	0.9472	1029	1330
7	599 m^3	0.7797	Chris	Bakersfield	0.81	876	Robotics Engineering	0.9312	1059	1179	Sam	1.0126	649	1418
3	980 m^3	0.6101	Fabrice	Santa Ana, Chula Vista	0.942	682	Technology and Information Management	-0.1774	727	1080	Vani	1.0221	818	662
8	978 m^3	0.1845	Reilly	Santa Clarita, San Bernardino, Fresno	0.7537	774	Computer Engineering	0.9764	949	9	Michael	0.9009	990	910
4	989 m^3	1.111	Andrew	Sacramento	0.3061	882	Computer Science	0.4395	725	881	Fabrice	1.2845	960	644
5	1124 m^3	0.5728	Michael	Los Angeles	0.9345	388	Applied Mathematics	1.2715	947	1300	Eriq	0.8359	801	171
9	401 m^3	0.5231	Sam	Anaheim	1.2872	1007	Data Science	0.8058	651	894	Reilly	1.0021	1104	669
3	1074 m^3	0.8979	Fabrice	Santa Ana, Chula Vista	0.7852	-410	Technology and Information Management	0.3061	659	1052	Vani	1.056	1333	1117
4	949 m^3	0.958	Inan	Riverside	0.4228	1067	Computer Science	0.5002	949	912	Fabrice	1.1668	999	907
3	864 m^3	0.8275	Fabrice	Fremont, Santa Ana	0.8943	285	Technology and Information Management	0.248	865	1052	Vani	0.9464	1267	1087
0	1002 m^3	0.7103	Lise	San Diego	0.7613	703	Computer Game Design	1.0966	?	799	Tony	-0.1024	1260	1215
3	667 m^3	0.9284	Michael	Santa Ana, Fremont	0.9476	391	Technology and Information Management	0.4517	985	958	Vani	1.1075	1113	1097
1	947 m^3	0.681	Sam	Stockton	0.8453	999	Bioinformatics	0.7843	1201	1115	Chris	0.9881	-208	811
2	740 m^3	0.565	Eriq	Bakersfield	0.0226	578	Human Computer Interaction	0.6025	1053	1053	Lise	0.8592	500	673
3	1228 m^3	0.5299	Fabrice	Santa Ana	1.0073	420	Technology and Information Management	0.1911	638	1068	Vani	0.9251	1056	849
2	1142 m^3	1.0593	Eriq	Bakersfield	0.0592	875	Biotechnology	0.8262	970	1183	Lise	1.145	977	674
8	796 m^3	0.0588	Reilly	San Bernardino	0.5706	912	Computer Science	1.127	825	369	Michael	0.7318	1084	1382
0	923 m^3	0.7967	Lise	Modesto	1.1015	553	Computer Game Design	1.1226	835	659	Tony	-0.0173	1274	1273
8	927 m^3	0.2091	Reilly	Oakland, Santa Clarita	0.6124	1345	Computer Engineering	1.2506	1082	-70	Michael	1.2959	1090	868
1	810 m^3	0.8261	Sam	Stockton	0.9437	1316	Bioinformatics	0.503	1117	955	Chris	0.9368	-283	1012
9	441 m^3	0.4461	Vani	Anaheim	1.0443	716	Bioengineering	1.1144	705	819	Reilly	1.2083	639	907
6	886 m^3	0.7041	Tony	Moreno Valley	0.9319	958	Electrical Engineering	0.7495	259	1023	Andrew	1.2271	-62	1098
0	1210 m^3	0.7689	Lise	Modesto	1.0613	424	Computer Game Design	0.7688	1146	940	Tony	-0.1426	855	1104
2	942 m^3	0.9919	Eriq	Bakersfield	-0.0506	1370	Human Computer Interaction	0.8931	1128	1236	Lise	0.9461	1008	792
1	766 m^3	0.5011	Sam	Stockton	1.023	773	Bioinformatics	0.5467	963	1173	Chris	1.2171	-171	1232
9	345 m^3	0.5669	Vani	Anaheim	0.864	932	Bioengineering	1.1376	586	1049	Reilly	0.9881	1064	1070
6	692 m^3	1.1949	tONY	Moreno Valley	0.8397	1407	Electrical Engineering	0.7215	191	1019	Andrew	0.8973	61	795
5	947 m^3	0.7872	Michael	Los Angeles	1.085	781	Natural Language Processing	1.099	1066	988	Eriq	0.3931	1220	194
6	954 m^3	0.9283	Tony	Riverside	1.173	1207	Electrical Engineering	1.0749	-43	977	Andrew	0.939	-327	1097
0	1117 m^3	0.712	Lise	Modesto	0.8013	689	Statistics	1.0935	1079	580	Tony	0.1587	996	1037
8	N/A	0.3303	Reilly	OAKLAND, SANTA CLARITA, SAN BERNARDINO	0.6853	1079	Computational Media	1.046	845	316	Michael	0.6336	968	1016
0	767 m^3	0.7299	Lise	Chula Vista, Fremont	1.1224	464	Statistics	0.6658	882	626	Tony	-0.0801	1122	929
3	1110 m^3	0.7457	Fabrice	Santa Ana, Chula Vista	0.9887	419	Technology and Information Management	0.1126	779	1074	Vani	1.0155	1139	728
4	881 m^3	0.5931	Inan	Riverside	0.6131	1025	Computer Science	0.383	824	833	Fabrice	0.8199	1009	979
4	970 m^3	1.1618	Inan	Riverside	0.14	817	Computer Science	0.8449	772	871	Fabrice	1.2676	483	589
7	1097 m^3	0.7093	Chris	San Jose	0.9921	1122	Robotics Engineering	0.8341	1171	661	Sam	0.9974	333	897
9	55 m^3	0.8957	Vani	Long Beach	1.0183	790	Data Science	0.784	364	857	Reilly	1.143	757	1247
1	967 m^3	1.0084	Sam	Stockton	0.9559	1068	Games and Playable Media	0.4749	1277	880	Chris	0.9494	46	1162
4	998 m^3	1.2031	Inan	Riverside	0.4313	1001	Computer Science	1.0082	410	831	Fabrice	1.0747	808	499
8	812 m^3	0.2371	Chris	San Bernardino, Oakland	0.4885	1056	Computational Media	0.9759	1015	413	Michael	0.8937	1488	960
9	546 m^3	0.4885	VANI	Long Beach	1.0867	1126	Bioengineering	0.9202	670	882	Reilly	1.1044	1009	1011
8	1032 m^3	0.1175	Reilly	Fresno, Oakland, Santa Clarita	0.5388	1210	Computer Engineering	1.0051	1111	244	Michael	0.9208	1158	990
9	448 m^3	0.405	Vani	Long Beach	1.2808	1177	Data Science	0.9253	581	879	Reilly	0.9276	862	1121
0	796 m^3	1.0531	Lise	Modesto	0.9161	519	Statistics	0.765	981	523	Inan	-0.1884	925	1248
8	636 m^3	0.087	Reilly	San Bernardino, Oakland, Fresno	0.7971	1410	Computational Media	0.829	914	454	Michael	0.8983	798	970
4	1038 m^3	0.8748	Inan	Sacramento	0.5279	942	Computer Science	0.6223	621	1125	Fabrice	1.0619	794	963
4	822 m^3	1.0262	Inan	Riverside	0.6014	1040	Computer Science	0.2636	844	890	Fabrice	1.0056	845	762
0	1132 m^3	0.7676	Lise	Modesto	0.9197	636	Statistics	1.0052	820	647	Inan	0.3494	790	814
1	1368 m^3	1.0225	Sam	Stockton	0.9271	491	Games and Playable Media	0.3812	1088	1011	Chris	1.2037	283	1082
0	967 m^3	0.9531	Lise	San Diego	0.9291	1076	Computer Game Design	0.7071	947	549	Inan	0.1754	1441	1010
2	835 m^3	0.748	Eriq	Bakersfield	0.113	666	Human Computer Interaction	0.7184	1227	943	Lise	0.7991	1338	926
2	865 m^3	1.1431	Eriq	Bakersfield	-0.1602	1087	human computer interaction	1.1349	1099	1113	Lise	0.9973	1176	1070
9	329 m^3	0.5061	Vani	Anaheim	1.1192	956	Bioengineering	1.0928	230	614	Reilly	1.0014	930	879
2	824 m^3	0.9501	Eriq	Bakersfield	0.0064	878	human computer interaction	0.825	1166	925	Lise	1.209	884	1191
2	875 m^3	1.1315	Eriq	Bakersfield	0.0662	855	Human Computer Interaction	0.864	994	972	Lise	1.0802	886	1120
2	1272 m^3	1.1776	Eriq	Bakersfield	0.1701	1154	Human Computer Interaction	0.9463	748	825	Lise	0.7765	1201	850
8	701 m^3	0.2951	Reilly	Fresno, Oakland, San Bernardino	0.8301	1031	Computer Engineering	1.2899	1089	332	Michael	0.9581	867	744
0	981 m^3	0.9134	Lise	San Diego	0.9733	882	Computer Science	0.6056	1020	727	Inan	0.3239	1355	951
2	1116 m^3	0.9824	Eriq	bakersfield	0.0511	868	Human Computer Interaction	0.9128	846	1043	Lise	0.9927	1033	1180
7	1084 m^3	0.3383	Chris	San Jose	0.8837	1179	Robotics Engineering	0.5901	947	1043	Sam	0.9962	354	1074
